repo_id,onnx_file,repo_mb,downloaded_mb,n_syntactic,n_admitted,epsilon,verdict,verify_sec,status
alephpi/FormulaNet,onnx/decoder_model.onnx,856.9,856.9,0,0,0.0,add-DGP-CLASS-NEGATIVE,100.8,ok
sentence-transformers/msmarco-MiniLM-L6-cos-v5,onnx/model.onnx,931.6,931.6,0,0,0.0,add-DGP-CLASS-NEGATIVE,113.3,ok
zeahub/augmented-camus-segmentation,model.onnx,128.2,128.2,0,0,0.0,add-DGP-CLASS-NEGATIVE,17.5,ok
Xenova/modnet,onnx/model.onnx,105.1,105.1,0,0,0.0,add-DGP-CLASS-NEGATIVE,22.3,ok
optimum-intel-internal-testing/tiny-random-Idefics3ForConditionalGeneration,onnx/embed_tokens.onnx,155.8,155.8,0,0,0.0,add-DGP-CLASS-NEGATIVE,31.5,ok
onnx-community/whisper-tiny.en,onnx/decoder_model.onnx,1350.1,1350.1,0,0,0.0,add-DGP-CLASS-NEGATIVE,154.5,ok
hotchpotch/japanese-reranker-xsmall-v2,onnx/model.onnx,923.1,923.1,0,0,0.0,add-DGP-CLASS-NEGATIVE,99.2,ok
TaylorAI/gte-tiny,onnx/model.onnx,281.8,281.8,0,0,0.0,add-DGP-CLASS-NEGATIVE,46.5,ok
shibing624/macbert4csc-base-chinese,onnx/model.onnx,1233.6,1233.6,0,0,0.0,add-DGP-CLASS-NEGATIVE,133.5,ok
gpahal/bge-m3-onnx-int8,model_quantized.onnx,564.7,564.7,0,0,0.0,add-DGP-CLASS-NEGATIVE,65.6,ok
deepvk/USER2-base,onnx/model.onnx,1146.8,1146.8,0,0,0.0,add-DGP-CLASS-NEGATIVE,128.3,ok
onnx-community/moonshine-base-ONNX,onnx/decoder_model.onnx,1932.5,1932.5,8,8,0.0,add-DGP-CLASS-NEGATIVE,207.6,ok
onnx-community/BiRefNet_lite-ONNX,onnx/model.onnx,322.9,322.9,23,23,0.0,add-DGP-CLASS-NEGATIVE,154.9,ok
optimum-intel-internal-testing/all-MiniLM-L6-v2,onnx/model.onnx,931.7,931.7,0,0,0.0,add-DGP-CLASS-NEGATIVE,125.7,ok
MoritzLaurer/roberta-large-zeroshot-v2.0-c,onnx/model.onnx,2040.4,2040.4,0,0,0.0,add-DGP-CLASS-NEGATIVE,211.0,ok
Xenova/bge-small-zh-v1.5,onnx/model.onnx,332.0,332.0,0,0,0.0,add-DGP-CLASS-NEGATIVE,45.8,ok
fxmarty/tiny-llama-fast-tokenizer,onnx/model.onnx,10.5,10.5,2,2,4.513930523425311e+302,UNCERTIFIED,23.3,ok
breezedeus/cnstd-ppocr-ch_PP-OCRv5_det,ch_PP-OCRv5_det_infer.onnx,4.6,4.6,24,24,0.0,add-DGP-CLASS-NEGATIVE,7.5,ok
MongoDB/mdbr-leaf-ir,onnx/model.onnx,322.1,322.1,0,0,0.0,add-DGP-CLASS-NEGATIVE,68.5,ok
YatharthS/LuxTTS,fm_decoder.onnx,1126.0,1126.0,32,32,1.9875339923023412e+305,UNCERTIFIED,118.8,ok
cmarkea/distilcamembert-base-ner,model.onnx,1167.5,1167.5,0,0,0.0,add-DGP-CLASS-NEGATIVE,116.8,ok
sayed0am/arabic-english-bge-m3,onnx/model.onnx,1734.6,1734.6,0,0,0.0,add-DGP-CLASS-NEGATIVE,179.1,ok
sadickam/sdgBERT,onnx/model.onnx,836.6,836.6,0,0,0.0,add-DGP-CLASS-NEGATIVE,89.3,ok
jinaai/jina-reranker-v1-tiny-en,onnx/model.onnx,605.5,605.5,0,0,0.0,add-DGP-CLASS-NEGATIVE,77.7,ok
nickprock/sentence-bert-base-italian-xxl-uncased,onnx/model_qint8_avx512_vnni.onnx,951.8,951.8,0,0,0.0,add-DGP-CLASS-NEGATIVE,103.9,ok
projecte-aina/alvocat-vocos-22khz,mel_spec_22khz_cat.onnx,102.9,102.9,0,0,0.0,add-DGP-CLASS-NEGATIVE,17.2,ok
Xenova/nli-deberta-v3-xsmall,onnx/model.onnx,1226.9,1226.9,0,0,0.0,add-DGP-CLASS-NEGATIVE,131.0,ok
Qdrant/clip-ViT-B-32-vision,model.onnx,335.4,335.4,12,12,0.0,add-DGP-CLASS-NEGATIVE,42.7,ok
WinKawaks/vit-small-patch16-224,onnx/model.onnx,293.4,293.4,0,0,0.0,add-DGP-CLASS-NEGATIVE,39.2,ok
MoritzLaurer/multilingual-MiniLMv2-L6-mnli-xnli,onnx/model.onnx,1266.9,1266.9,0,0,0.0,add-DGP-CLASS-NEGATIVE,134.4,ok
nixiesearch/e5-small-v2-onnx,model.onnx,159.8,159.8,0,0,0.0,add-DGP-CLASS-NEGATIVE,29.0,ok
cross-encoder/stsb-TinyBERT-L4,onnx/model.onnx,536.8,536.8,0,0,0.0,add-DGP-CLASS-NEGATIVE,72.8,ok
jinaai/jina-embeddings-v2-base-es,onnx/model.onnx,1383.8,1383.8,0,0,0.0,add-DGP-CLASS-NEGATIVE,149.1,ok
holistic-ai/rejection_detection,onnx/model.onnx,633.1,633.1,0,0,0.0,add-DGP-CLASS-NEGATIVE,89.7,ok
onnx-internal-testing/tiny-random-ArceeForCausalLM,onnx/model.onnx,35.8,35.8,0,0,0.0,add-DGP-CLASS-NEGATIVE,19.2,ok
SteveTran/ob_ner_model,model.onnx,1017.3,1017.3,0,0,0.0,add-DGP-CLASS-NEGATIVE,103.1,ok
Xenova/distilbert-base-uncased-mnli,onnx/model.onnx,882.0,882.0,0,0,0.0,add-DGP-CLASS-NEGATIVE,96.9,ok
KittenML/kitten-tts-nano-0.2,kitten_tts_nano_v0_2.onnx,22.7,22.7,0,0,0.0,add-DGP-CLASS-NEGATIVE,8.2,ok
NTQAI/pedestrian_gender_recognition,model.onnx,1010.0,1010.0,0,0,0.0,add-DGP-CLASS-NEGATIVE,108.9,ok
jhu-clsp/ettin-encoder-17m,onnx/model.onnx,341.5,341.5,0,0,0.0,add-DGP-CLASS-NEGATIVE,47.0,ok
onnx-community/depth-anything-v2-small,onnx/model.onnx,289.1,289.1,0,0,0.0,add-DGP-CLASS-NEGATIVE,108.0,ok
onnx-models/all-MiniLM-L6-v2-onnx,model.onnx,87.2,87.2,0,0,0.0,add-DGP-CLASS-NEGATIVE,21.0,ok
projecte-aina/matxa-tts-cat-multiaccent,matxa_multiaccent_wavenext_e2e.onnx,535.7,535.7,158,158,0.0,add-DGP-CLASS-NEGATIVE,88.6,ok
Xenova/tiny-random-Phi3ForCausalLM,onnx/model.onnx,40.2,40.2,2,2,1.2669843144635193e+303,UNCERTIFIED,26.1,ok
Xenova/detr-resnet-50,onnx/model.onnx,581.3,581.3,0,0,0.0,add-DGP-CLASS-NEGATIVE,62.5,ok
minishlab/M2V_multilingual_output,onnx/model.onnx,1485.9,1485.9,0,0,0.0,add-DGP-CLASS-NEGATIVE,147.2,ok
protectai/vishnun-codenlbert-sm-onnx,model.onnx,110.7,110.7,0,0,0.0,add-DGP-CLASS-NEGATIVE,21.7,ok
TaylorAI/bge-micro,onnx/model.onnx,149.8,149.8,0,0,0.0,add-DGP-CLASS-NEGATIVE,35.1,ok
Cohee/distilbert-base-uncased-go-emotions-onnx,onnx/model.onnx,321.0,321.0,0,0,0.0,add-DGP-CLASS-NEGATIVE,43.9,ok
KlingTeam/LivePortrait,liveportrait/landmark.onnx,2040.9,2040.9,0,0,0.0,add-DGP-CLASS-NEGATIVE,197.3,ok
Xenova/dino-vits16,onnx/model.onnx,207.6,207.6,0,0,0.0,add-DGP-CLASS-NEGATIVE,28.8,ok
sentence-transformers/all-MiniLM-L6-v1,onnx/model.onnx,758.2,758.2,0,0,0.0,add-DGP-CLASS-NEGATIVE,98.2,ok
neuphonic/neucodec-onnx-decoder,model.onnx,746.3,746.3,20,20,0.0,add-DGP-CLASS-NEGATIVE,93.4,ok
tech4humans/yolov8s-signature-detector,yolov8s.onnx,1364.6,,,,,,32.5,"fail: GatedRepoError: 403 Client Error. (Request ID: Root=1-69ebec4d-01913142220874130f0c7448;0053aca4-dac7-4aa6-a0a9-aa1090c40d0a)

Cannot access gated repo for url https://hf-mirror.com/tech4humans/yolov8s-signature-dete"
1-800-BAD-CODE/punct_cap_seg_47_language,punct_cap_seg_47lang.onnx,223.4,223.4,0,0,0.0,add-DGP-CLASS-NEGATIVE,30.0,ok
Xenova/depth-anything-small-hf,onnx/model.onnx,265.1,265.1,0,0,0.0,add-DGP-CLASS-NEGATIVE,37.4,ok
mispeech/ced-tiny,model.onnx,27.4,27.4,0,0,0.0,add-DGP-CLASS-NEGATIVE,15.8,ok
protectai/MoritzLaurer-roberta-base-zeroshot-v2.0-c-onnx,model.onnx,479.0,479.0,0,0,0.0,add-DGP-CLASS-NEGATIVE,57.4,ok
MoralHazard/GIST-small-attn,onnx/model.onnx,260.7,260.7,0,0,0.0,add-DGP-CLASS-NEGATIVE,51.6,ok
neuphonic/neucodec-onnx-decoder-int8,model.onnx,297.8,297.8,,,,,32.2,"fail: ValueError: cannot reshape array of size 131072 into shape (65536,8)"
minuva/MiniLMv2-toxic-jigsaw,model_optimized.onnx,347.7,347.7,0,0,0.0,add-DGP-CLASS-NEGATIVE,52.9,ok
Xenova/face-parsing,onnx/model.onnx,573.6,573.6,0,0,0.0,add-DGP-CLASS-NEGATIVE,60.9,ok
AdamCodd/tinybert-emotion-balanced,onnx/model.onnx,111.4,111.4,0,0,0.0,add-DGP-CLASS-NEGATIVE,30.0,ok
skytnt/midi-model-tv2o-medium,onnx/model_base.onnx,1832.2,1832.2,12,12,0.0,UNCERTIFIED,196.9,ok
unum-cloud/uform3-image-text-multilingual-base,text_encoder.onnx,1936.6,1936.6,0,0,0.0,add-DGP-CLASS-NEGATIVE,196.2,ok
optimum/distilbert-base-uncased-finetuned-sst-2-english,model.onnx,256.4,256.4,0,0,0.0,add-DGP-CLASS-NEGATIVE,33.8,ok
badaoui/tiny-random-NemotronForCausalLM,onnx/model.onnx,105.5,105.5,0,0,0.0,add-DGP-CLASS-NEGATIVE,24.8,ok
protectai/guishe-nuner-v1_orgs-onnx,model.onnx,476.7,476.7,0,0,0.0,add-DGP-CLASS-NEGATIVE,56.3,ok
corto-ai/nomic-embed-text-v1,onnx/model.onnx,1698.4,1698.4,12,12,0.0,add-DGP-CLASS-NEGATIVE,180.8,ok
Xenova/e5-small-v2,onnx/model.onnx,438.8,438.8,0,0,0.0,add-DGP-CLASS-NEGATIVE,55.2,ok
protectai/codebert-base-Malicious_URLs-onnx,model.onnx,479.0,479.0,0,0,0.0,add-DGP-CLASS-NEGATIVE,56.5,ok
onnx-community/Ternary-Bonsai-1.7B-ONNX,onnx/model_q2.onnx,939.8,939.8,,,,,95.5,"fail: ValueError: cannot reshape array of size 19413632 into shape (151669,512)"
arman-bd/guppylm-9M,model.onnx,77.0,77.0,0,0,0.0,add-DGP-CLASS-NEGATIVE,20.7,ok
nomic-ai/nomic-embed-vision-v1,onnx/model.onnx,1279.9,1279.9,13,13,0.0,add-DGP-CLASS-NEGATIVE,128.0,ok
Falconsai/nsfw_image_detection_26,onnx_model/model.onnx,1148.7,,,,,,4.5,"fail: GatedRepoError: 403 Client Error. (Request ID: Root=1-69ebf1d9-2813e28560304c873df83dfd;cec97c35-6174-4667-be53-8950271e10a8)

Cannot access gated repo for url https://hf-mirror.com/Falconsai/nsfw_image_detection_26/"
Xenova/vit-base-patch16-224,onnx/model.onnx,821.7,821.7,0,0,0.0,add-DGP-CLASS-NEGATIVE,83.9,ok
Supertone/supertonic-2,onnx/vocoder.onnx,255.7,255.7,0,0,0.0,add-DGP-CLASS-NEGATIVE,51.7,ok
Xenova/ms-marco-TinyBERT-L-2-v2,onnx/model.onnx,77.9,77.9,0,0,0.0,add-DGP-CLASS-NEGATIVE,24.1,ok
MintplexLabs/multilingual-e5-small,onnx/model_quantized.onnx,486.4,486.4,0,0,0.0,add-DGP-CLASS-NEGATIVE,66.6,ok
Xenova/twitter-roberta-base-sentiment-latest,onnx/model.onnx,1598.7,1598.7,0,0,0.0,add-DGP-CLASS-NEGATIVE,160.6,ok
onnx-community/BEN2-ONNX,onnx/model_fp16.onnx,209.0,209.0,0,0,0.0,add-DGP-CLASS-NEGATIVE,26.3,ok
KittenML/kitten-tts-nano-0.8-int8,kitten_tts_nano_v0_8.onnx,26.4,26.4,0,0,0.0,add-DGP-CLASS-NEGATIVE,8.6,ok
katuni4ka/tiny-random-LlamaForCausalLM-onnx,model.onnx,6.3,6.3,2,2,4.513930523425311e+302,UNCERTIFIED,11.8,ok
MarsSecurity/tech-entity-biencoder,onnx/model.onnx,572.4,572.4,0,0,0.0,add-DGP-CLASS-NEGATIVE,66.2,ok
Xenova/yolos-tiny,onnx/model.onnx,77.3,77.3,0,0,0.0,add-DGP-CLASS-NEGATIVE,18.2,ok
Xenova/msmarco-distilbert-base-v4,onnx/model.onnx,871.1,871.1,0,0,0.0,add-DGP-CLASS-NEGATIVE,94.5,ok
benjamin/wtp-bert-mini,model.onnx,44.6,44.6,0,0,0.0,add-DGP-CLASS-NEGATIVE,10.8,ok
Norod78/hebrew-gpt_neo-small,model.onnx,1854.4,1854.4,0,0,0.0,add-DGP-CLASS-NEGATIVE,184.4,ok
Qdrant/clip-ViT-B-32-text,model.onnx,245.8,245.8,12,12,0.0,add-DGP-CLASS-NEGATIVE,49.3,ok
onnx-community/ormbg-ONNX,onnx/model.onnx,798.7,798.7,0,0,0.0,add-DGP-CLASS-NEGATIVE,92.9,ok
Xenova/distilbert-base-cased-distilled-squad,onnx/model.onnx,850.0,850.0,0,0,0.0,add-DGP-CLASS-NEGATIVE,92.5,ok
Xenova/segformer-b2-finetuned-cityscapes-1024-1024,onnx/model.onnx,185.4,185.4,0,0,0.0,add-DGP-CLASS-NEGATIVE,26.9,ok
knowledgator/gliner-pii-base-v1.0,onnx/model.onnx,1783.2,1783.2,0,0,0.0,add-DGP-CLASS-NEGATIVE,173.4,ok
sentence-transformers/paraphrase-albert-base-v2,onnx/model.onnx,720.1,720.1,0,0,0.0,add-DGP-CLASS-NEGATIVE,95.1,ok
latishab/turnsense,model_preprocessed.onnx,1498.5,1498.5,30,30,0.0,add-DGP-CLASS-NEGATIVE,174.1,ok
segment-any-text/sat-6l-sm,model.onnx,1812.4,1812.4,0,0,0.0,add-DGP-CLASS-NEGATIVE,170.7,ok
timm/mobilenetv4_conv_aa_large.e230_r448_in12k_ft_in1k,onnx/model.onnx,374.2,374.2,0,0,0.0,add-DGP-CLASS-NEGATIVE,42.0,ok
protectai/distilroberta-base-rejection-v1,onnx/model.onnx,633.1,633.1,0,0,0.0,add-DGP-CLASS-NEGATIVE,84.1,ok
realasd222/punctuate-all,onnx/model.onnx,1340.8,1340.8,0,0,0.0,add-DGP-CLASS-NEGATIVE,140.2,ok
Xenova/bert-base-uncased,onnx/model.onnx,1316.8,1316.8,0,0,0.0,add-DGP-CLASS-NEGATIVE,138.5,ok
postbot/distilgpt2-emailgen-V2,model.onnx,1099.4,1099.4,0,0,0.0,add-DGP-CLASS-NEGATIVE,115.3,ok
Deepchecks/parrot_fluency_model_onnx,model_optimized.onnx,219.9,219.9,0,0,0.0,add-DGP-CLASS-NEGATIVE,34.5,ok
onnx-community/Llama-3.2-1B-Instruct-q4f16,onnx/model_q4f16.onnx,1189.2,1189.2,,,,,132.6,"fail: ValueError: cannot reshape array of size 131334144 into shape (128256,2048)"
hlyn/prompt-injection-judge-deberta-70m,model.onnx,364.2,,,,,,3.9,"fail: GatedRepoError: 403 Client Error. (Request ID: Root=1-69ebfb23-07835f17652b20c75ed99d96;ba7d8150-2681-4a61-82d7-b792873971c4)

Cannot access gated repo for url https://hf-mirror.com/hlyn/prompt-injection-judge-debert"
onnx-community/moonshine-tiny-ONNX,onnx/decoder_model.onnx,974.9,974.9,6,6,0.0,add-DGP-CLASS-NEGATIVE,119.5,ok
yurijmikhalevich/rclip-models,ViT-B-32-256-datacomp_s34b_b86k/visual.onnx,914.9,914.9,0,0,0.0,add-DGP-CLASS-NEGATIVE,98.3,ok
Xenova/ms-marco-MiniLM-L-12-v2,onnx/model.onnx,441.7,441.7,0,0,0.0,add-DGP-CLASS-NEGATIVE,58.2,ok
Cohee/jina-embeddings-v2-base-en,onnx/model.onnx,726.3,726.3,0,0,0.0,add-DGP-CLASS-NEGATIVE,79.7,ok
Joshfcooper/ai-text-detector-optimized,fixed_optimized_detector.onnx,843.4,843.4,23,23,0.0,add-DGP-CLASS-NEGATIVE,98.8,ok
Abhishekcr448/Tiny-Hinglish-Chat-21M,model.onnx,373.7,373.7,0,0,0.0,add-DGP-CLASS-NEGATIVE,49.8,ok
broadfield-dev/bert-small-ner-pii-tuned-12261022-onnx,model.onnx,28.3,28.3,0,0,0.0,add-DGP-CLASS-NEGATIVE,17.0,ok
FredZhang7/danbooru-tag-generator,model.onnx,780.7,780.7,0,0,0.0,add-DGP-CLASS-NEGATIVE,77.9,ok
docling-project/docling-layout-heron-onnx,model.onnx,163.3,163.3,,,,,23.1,"fail: ValueError: cannot reshape array of size 2100 into shape (1,8400,1)"
Norod78/hebrew-gpt_neo-tiny,onnx/decoder_model_merged_quantized.onnx,1071.3,1071.3,0,0,0.0,add-DGP-CLASS-NEGATIVE,115.6,ok
synapti/nci-ner-v2,onnx/model.onnx,1079.9,1079.9,0,0,0.0,add-DGP-CLASS-NEGATIVE,133.9,ok
sentence-transformers/msmarco-MiniLM-L12-v3,onnx/model.onnx,1371.2,1371.2,0,0,0.0,add-DGP-CLASS-NEGATIVE,151.1,ok
vogent/Vogent-Turn-80M,onnx-fp32/whisper-smol-lm-smaller.onnx,1031.1,,,,,,4.5,"fail: GatedRepoError: 403 Client Error. (Request ID: Root=1-69ebff28-27bdbe1134ca48324c90637a;93f95910-d2d0-45a5-b502-788537a28c74)

Cannot access gated repo for url https://hf-mirror.com/vogent/Vogent-Turn-80M/resolve/mai"
segment-any-text/sat-1l-sm,model.onnx,1540.2,1540.2,0,0,0.0,add-DGP-CLASS-NEGATIVE,148.7,ok
Isotonic/distilbert_finetuned_ai4privacy,onnx/model.onnx,762.5,762.5,0,0,0.0,add-DGP-CLASS-NEGATIVE,94.9,ok
Xenova/all-MiniLM-L12-v2,onnx/model.onnx,438.8,438.8,0,0,0.0,add-DGP-CLASS-NEGATIVE,54.6,ok
AlgorithmicResearchGroup/gpt2-xs,model.onnx,232.7,232.7,0,0,0.0,add-DGP-CLASS-NEGATIVE,35.4,ok
ayousanz/piper-plus-tsukuyomi-chan,tsukuyomi-chan-6lang-fp16.onnx,38.0,38.0,,,,,18.2,"fail: ValueError: cannot reshape array of size 16608 into shape (173,192)"
sentence-transformers-testing/stsb-bert-tiny-onnx,onnx/model.onnx,34.4,34.4,0,0,0.0,add-DGP-CLASS-NEGATIVE,21.5,ok
Felix92/onnxtr-parseq-multilingual-v1,model.onnx,92.3,92.3,0,0,0.0,add-DGP-CLASS-NEGATIVE,15.7,ok
lightonai/LateOn-Code-edge,model.onnx,149.5,149.5,0,0,0.0,add-DGP-CLASS-NEGATIVE,38.2,ok
newmindai/Mursit-Base-TR-Retrieval,model.onnx,1192.7,1192.7,0,0,0.0,add-DGP-CLASS-NEGATIVE,130.8,ok
onnx-community/Kokoro-82M-v1.0-ONNX-timestamped,onnx/model.onnx,1380.3,1380.3,0,0,0.0,add-DGP-CLASS-NEGATIVE,184.2,ok
onnx-community/ModernBERT-base-nli-ONNX,onnx/model.onnx,1847.3,1847.3,0,0,0.0,add-DGP-CLASS-NEGATIVE,182.8,ok
NeuML/ljspeech-jets-onnx,model.onnx,126.4,126.4,0,0,0.0,add-DGP-CLASS-NEGATIVE,18.1,ok
onnx-community/clip-vit-base-patch32-ONNX,onnx/model.onnx,1783.3,1783.3,24,24,0.0,add-DGP-CLASS-NEGATIVE,196.4,ok
tarekziade/pardonmyai,onnx/model.onnx,576.3,576.3,0,0,0.0,add-DGP-CLASS-NEGATIVE,70.5,ok
gety-ai/gety-embed-v0,onnx/model_uint8.onnx,353.2,353.2,0,0,0.0,add-DGP-CLASS-NEGATIVE,44.5,ok
optimum/sbert-all-MiniLM-L6-with-pooler,model.onnx,87.6,87.6,0,0,0.0,add-DGP-CLASS-NEGATIVE,24.2,ok
pszemraj/grammar-synthesis-small,model.onnx,884.3,884.3,0,0,0.0,add-DGP-CLASS-NEGATIVE,107.7,ok
breezedeus/pix2text-mfr-1.5,decoder_model.onnx,114.1,114.1,0,0,0.0,add-DGP-CLASS-NEGATIVE,24.2,ok
imgly/isnet-general-onnx,onnx/model.onnx,252.1,252.1,0,0,0.0,add-DGP-CLASS-NEGATIVE,34.0,ok
sentence-transformers/all-MiniLM-L12-v1,onnx/model.onnx,1116.5,1116.5,0,0,0.0,add-DGP-CLASS-NEGATIVE,150.1,ok
utrobinmv/tts_ru_free_hf_vits_low_multispeaker,model.onnx,106.1,106.1,38,38,0.0,add-DGP-CLASS-NEGATIVE,23.0,ok
protectai/deberta-v3-small-prompt-injection-v2,onnx/model.onnx,1104.2,,,,,,5.6,"fail: GatedRepoError: 403 Client Error. (Request ID: Root=1-69ec0582-10ca40f832f94a7e4769e364;367373d5-74af-4bc9-ad1e-15281cacc526)

Cannot access gated repo for url https://hf-mirror.com/protectai/deberta-v3-small-prompt-"
onnx-community/TinyBERT-finetuned-NER-ONNX,onnx/model.onnx,224.7,224.7,0,0,0.0,add-DGP-CLASS-NEGATIVE,41.4,ok
p1atdev/dart-v1-sft,model.onnx,931.3,931.3,0,0,0.0,add-DGP-CLASS-NEGATIVE,109.0,ok
optimum-internal-testing/tiny-random-T5Model,onnx/encoder_model.onnx,11.6,11.6,0,0,0.0,add-DGP-CLASS-NEGATIVE,13.6,ok
Xenova/GIST-small-Embedding-v0,onnx/model.onnx,439.2,439.2,0,0,0.0,add-DGP-CLASS-NEGATIVE,57.4,ok
onnx-community/pyannote-segmentation-3.0,onnx/model.onnx,26.9,26.9,0,0,0.0,add-DGP-CLASS-NEGATIVE,17.9,ok
istupakov/canary-180m-flash-onnx,decoder-model.onnx,946.8,946.8,0,0,0.0,add-DGP-CLASS-NEGATIVE,110.9,ok
Xenova/owlvit-base-patch32,onnx/model.onnx,1656.1,1656.1,24,24,0.0,add-DGP-CLASS-NEGATIVE,176.7,ok
istupakov/whisper-base-onnx,whisper-base_beamsearch.onnx,483.6,483.6,0,0,0.0,add-DGP-CLASS-NEGATIVE,60.0,ok
BricksDisplay/vits-cmn,onnx/model.onnx,296.9,296.9,38,38,0.0,add-DGP-CLASS-NEGATIVE,47.2,ok
MoritzLaurer/xtremedistil-l6-h256-zeroshot-v1.1-all-33,onnx/model.onnx,110.9,110.9,0,0,0.0,add-DGP-CLASS-NEGATIVE,25.7,ok
Felix92/onnxtr-crnn-mobilenet-v3-large,model.onnx,17.2,17.2,8,8,0.0,add-DGP-CLASS-NEGATIVE,9.5,ok
n24q02m/Qwen3-Embedding-0.6B-ONNX,onnx/model_q4f16.onnx,1100.0,1100.0,,,,,139.1,"fail: ValueError: cannot reshape array of size 77654528 into shape (151669,1024)"
dennisjooo/Birds-Classifier-EfficientNetB2,model.onnx,129.5,129.5,92,92,0.0,add-DGP-CLASS-NEGATIVE,23.7,ok
istupakov/stt_ru_fastconformer_hybrid_large_pc_onnx,model.onnx,1147.6,1147.6,68,68,0.0,add-DGP-CLASS-NEGATIVE,123.0,ok
Xenova/dpt-hybrid-midas,onnx/model.onnx,1550.3,1550.3,0,0,0.0,add-DGP-CLASS-NEGATIVE,150.2,ok
onnx-community/all-MiniLM-L6-v2-ONNX,onnx/model.onnx,210.5,210.5,0,0,0.0,add-DGP-CLASS-NEGATIVE,37.4,ok
onnx-community/bert-tiny-finetuned-sms-spam-detection-ONNX,onnx/model.onnx,77.9,77.9,0,0,0.0,add-DGP-CLASS-NEGATIVE,25.4,ok
nickprock/multi-sentence-BERTino,onnx/model_qint8_avx512_vnni.onnx,323.8,323.8,0,0,0.0,add-DGP-CLASS-NEGATIVE,47.0,ok
gravitee-io/Llama-Prompt-Guard-2-22M-onnx,model.onnx,618.9,618.9,0,0,0.0,add-DGP-CLASS-NEGATIVE,68.6,ok
minuva/MiniLMv2-toxic-jigsaw-onnx,model_optimized_quantized.onnx,22.7,22.7,0,0,0.0,add-DGP-CLASS-NEGATIVE,15.9,ok
Isotonic/distilbert-base-german-cased_finetuned_ai4privacy_v2,onnx/model.onnx,512.4,512.4,0,0,0.0,add-DGP-CLASS-NEGATIVE,74.9,ok
dmko/pythia-14m-ONNX,onnx/model.onnx,200.8,200.8,0,0,0.0,add-DGP-CLASS-NEGATIVE,36.3,ok
Qdrant/gte-large-onnx,model.onnx,1275.8,1275.8,0,0,0.0,add-DGP-CLASS-NEGATIVE,126.3,ok
optimum/distilbert-base-uncased-mnli,model.onnx,256.4,256.4,0,0,0.0,add-DGP-CLASS-NEGATIVE,36.4,ok
Kansallisarkisto/multicentury-htr-model-small-onnx,decoder_model.onnx,242.4,242.4,0,0,0.0,add-DGP-CLASS-NEGATIVE,37.8,ok
bajrangCoder/roberta_spam_onnx,model.onnx,1194.1,1194.1,0,0,0.0,add-DGP-CLASS-NEGATIVE,123.2,ok
hotchpotch/japanese-reranker-tiny-v2,onnx/model.onnx,739.0,739.0,0,0,0.0,add-DGP-CLASS-NEGATIVE,82.3,ok
knowledgator/gliner-pii-edge-v1.0,onnx/model.onnx,478.8,478.8,10,10,0.0,add-DGP-CLASS-NEGATIVE,56.3,ok
redis/langcache-embed-v2,onnx/model.onnx,1710.2,1710.2,0,0,0.0,add-DGP-CLASS-NEGATIVE,178.2,ok
xtmono/guppylm,model.onnx,48.4,48.4,0,0,0.0,add-DGP-CLASS-NEGATIVE,12.9,ok
tamsuiboy/guppylm-9M,model.onnx,77.0,77.0,0,0,0.0,add-DGP-CLASS-NEGATIVE,22.6,ok
zeahub/mobilenetv2-regional-quality,model.onnx,9.4,9.4,0,0,0.0,add-DGP-CLASS-NEGATIVE,6.5,ok
onnx-community/whisper-tiny.en_timestamped,onnx/decoder_model.onnx,1394.6,1394.6,0,0,0.0,add-DGP-CLASS-NEGATIVE,170.5,ok
hynt/Zipformer-30M-RNNT-6000h,joiner-epoch-20-avg-10.onnx,227.3,227.3,0,0,0.0,add-DGP-CLASS-NEGATIVE,34.6,ok
onnx-community/mobilenetv4_conv_small.e2400_r224_in1k,onnx/model.onnx,61.7,61.7,0,0,0.0,add-DGP-CLASS-NEGATIVE,18.7,ok
onnx-community/dinov3-vits16-pretrain-lvd1689m-ONNX,onnx/model.onnx,117.6,117.6,0,0,0.0,add-DGP-CLASS-NEGATIVE,23.2,ok
shreyask/pantheon-ui-onnx,onnx/model.onnx,1804.1,1804.1,,,,,179.5,"fail: ValueError: cannot reshape array of size 67108864 into shape (65536,2048)"
Xenova/gte-base,onnx/model.onnx,1309.7,1309.7,0,0,0.0,add-DGP-CLASS-NEGATIVE,135.6,ok
KnightsAnalytics/all-MiniLM-L6-v2,model.onnx,86.9,86.9,0,0,0.0,add-DGP-CLASS-NEGATIVE,22.3,ok
videosdk-live/Namo-Turn-Detector-v1-Multilingual,model.onnx,1501.2,1501.2,0,0,0.0,add-DGP-CLASS-NEGATIVE,147.1,ok
RaivisDejus/whisper-tiny-lv,onnx/decoder_model.onnx,1103.0,1103.0,0,0,0.0,add-DGP-CLASS-NEGATIVE,146.9,ok
istupakov/silero-vad-onnx,silero_vad.onnx,6.2,6.2,0,0,0.0,add-DGP-CLASS-NEGATIVE,29.5,ok
Xenova/distilbert-base-uncased-distilled-squad,onnx/model.onnx,871.3,871.3,0,0,0.0,add-DGP-CLASS-NEGATIVE,94.0,ok
p1atdev/dart-v2-sft,model_quantized.onnx,329.4,329.4,,,,,45.0,"fail: ValueError: cannot reshape array of size 5884608 into shape (30649,768)"
